Nombre,Plataforma,Lanzamiento,Genero,V_NA,V_EU,V_JP,V_Otros,V_Global,Score,ESRB,Exito
NHL 2K8,PS3,2007,Sports,0.08,0.01,0.0,0.01,0.09,74.0,E10+,0
The Sims 2: Pets,Wii,2007,Simulation,0.41,0.02,0.0,0.04,0.47,65.0,T,0
Impossible Mission,DS,2007,Platform,0.11,0.0,0.0,0.01,0.12,61.0,E,0
Eternal Sonata,X360,2007,Role-Playing,0.19,0.04,0.08,0.02,0.32,79.0,T,0
Halo 2,PC,2007,Shooter,0.01,0.06,0.0,0.02,0.09,72.0,M,0
Dance Dance Revolution Universe,X360,2007,Simulation,0.3,0.0,0.0,0.02,0.32,74.0,E10+,0
Need for Speed: ProStreet,DS,2007,Racing,0.11,0.01,0.0,0.01,0.12,74.0,E,0
"Warhammer 40,000: Squad Command",PSP,2007,Strategy,0.11,0.13,0.0,0.08,0.32,67.0,T,0
Medal of Honor: Vanguard,Wii,2007,Shooter,0.06,0.03,0.0,0.01,0.09,56.0,T,0
Beautiful Katamari,X360,2007,Puzzle,0.14,0.02,0.15,0.02,0.32,73.0,E,0
Spider-Man 3,Wii,2007,Platform,0.42,0.02,0.0,0.04,0.47,53.0,T,0
Code Lyoko: Quest for Infinity,Wii,2007,Action,0.07,0.01,0.0,0.01,0.09,58.0,E10+,0
Dynasty Warriors Gundam,PS3,2007,Action,0.14,0.01,0.31,0.02,0.47,60.0,T,0
Crash of the Titans,DS,2007,Action,0.42,0.02,0.0,0.04,0.48,73.0,E,0
Scene It? Lights Camera Action,X360,2007,Misc,0.43,0.01,0.0,0.04,0.48,73.0,T,0
NCAA March Madness 08,PS3,2007,Sports,0.08,0.0,0.0,0.01,0.09,67.0,E,0
InuYasha: Secret of the Divine Jewel,DS,2007,Role-Playing,0.09,0.0,0.0,0.01,0.09,46.0,E10+,0
Shrek the Third,PS2,2007,Action,0.4,0.02,0.0,0.07,0.48,56.0,E10+,0
Atari Classics Evolved,PSP,2007,Misc,0.08,0.0,0.0,0.01,0.09,64.0,E,0
Ultimate Mortal Kombat,DS,2007,Fighting,0.07,0.01,0.0,0.01,0.09,73.0,M,0
Fire Emblem: Radiant Dawn,Wii,2007,Strategy,0.27,0.03,0.17,0.03,0.49,78.0,E10+,0
Folklore,PS3,2007,Role-Playing,0.2,0.04,0.05,0.03,0.32,75.0,T,0
Boogie,Wii,2007,Misc,0.43,0.03,0.0,0.04,0.49,57.0,E10+,0
Jenga World Tour,DS,2007,Misc,0.08,0.0,0.0,0.01,0.09,32.0,E,0
Indianapolis 500 Legends,Wii,2007,Racing,0.12,0.0,0.0,0.01,0.13,47.0,E,0
Hour of Victory,X360,2007,Shooter,0.1,0.01,0.0,0.01,0.13,37.0,T,0
Beowulf: The Game,PSP,2007,Action,0.08,0.0,0.0,0.01,0.09,44.0,M,0
Shadowrun,X360,2007,Role-Playing,0.41,0.02,0.0,0.04,0.47,66.0,M,0
Samurai Warriors 2: Xtreme Legends,PS2,2007,Action,0.04,0.03,0.0,0.01,0.09,50.0,T,0
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007,Shooter,0.35,0.09,0.0,0.08,0.53,61.0,T,0
Spider-Man 3,X360,2007,Platform,0.49,0.04,0.0,0.04,0.57,63.0,T,0
Spider-Man: Friend or Foe,X360,2007,Action,0.26,0.01,0.0,0.02,0.29,60.0,E10+,0
Looney Tunes: Acme Arsenal,X360,2007,Action,0.06,0.01,0.0,0.01,0.08,40.0,E10+,0
Blacksite: Area 51,X360,2007,Shooter,0.29,0.22,0.0,0.06,0.57,62.0,T,0
Disney's Meet the Robinsons,X360,2007,Action,0.07,0.0,0.0,0.01,0.08,65.0,E10+,0
Crush,PSP,2007,Puzzle,0.07,0.0,0.0,0.01,0.08,83.0,E10+,0
Fatal Inertia,X360,2007,Racing,0.12,0.0,0.0,0.01,0.13,61.0,E10+,0
7 Wonders of the Ancient World,PSP,2007,Puzzle,0.07,0.0,0.0,0.01,0.08,51.0,E,0
Final Fantasy Anniversary Edition,PSP,2007,Role-Playing,0.39,0.02,0.13,0.04,0.58,67.0,E10+,0
Brain Assist,DS,2007,Misc,0.12,0.0,0.0,0.01,0.13,53.0,E,0
World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,0.06,0.01,0.0,0.01,0.08,74.0,T,0
SimCity DS,DS,2007,Simulation,0.33,0.02,0.21,0.03,0.6,69.0,E,0
Major League Baseball 2K7,PS2,2007,Sports,0.29,0.23,0.0,0.08,0.6,71.0,E,0
John Deere: Harvest in the Heartland,DS,2007,Simulation,0.23,0.03,0.0,0.02,0.29,43.0,E,0
NHL 2K8,X360,2007,Sports,0.11,0.01,0.0,0.01,0.13,71.0,E10+,0
Prince of Persia: Rival Swords,Wii,2007,Action,0.24,0.02,0.0,0.02,0.29,70.0,T,0
Alien Syndrome,PSP,2007,Role-Playing,0.07,0.0,0.0,0.01,0.08,51.0,T,0
The Golden Compass,DS,2007,Action,0.28,0.25,0.0,0.06,0.6,43.0,E10+,0
Madden NFL 08,XB,2007,Sports,0.22,0.06,0.0,0.01,0.29,76.0,E,0
Trauma Center: New Blood,Wii,2007,Simulation,0.22,0.04,0.01,0.02,0.29,77.0,T,0
NBA 2K8,PS2,2007,Sports,0.5,0.02,0.0,0.08,0.6,72.0,E,0
Madden NFL 08,GC,2007,Sports,0.06,0.02,0.0,0.0,0.08,75.0,E,0
Puchi Puchi Virus,DS,2007,Puzzle,0.07,0.0,0.0,0.01,0.08,73.0,E,0
MLB Power Pros,Wii,2007,Sports,0.23,0.0,0.04,0.02,0.29,83.0,E,0
Cosmic Family,Wii,2007,Misc,0.07,0.0,0.0,0.01,0.08,54.0,E,0
Harry Potter and the Order of the Phoenix,X360,2007,Action,0.24,0.03,0.0,0.02,0.29,68.0,E10+,0
Major League Baseball 2K7,PSP,2007,Sports,0.08,0.0,0.0,0.01,0.09,61.0,E,0
Tomb Raider: Anniversary,PSP,2007,Action,0.21,0.22,0.0,0.13,0.57,78.0,T,0
Ninjabread Man,Wii,2007,Action,0.07,0.0,0.0,0.01,0.08,20.0,E,0
NBA Live 08,PSP,2007,Sports,0.28,0.0,0.0,0.02,0.31,73.0,E,0
F.E.A.R. Files,X360,2007,Shooter,0.07,0.01,0.0,0.01,0.09,66.0,M,0
Indianapolis 500 Legends,DS,2007,Racing,0.08,0.0,0.0,0.01,0.09,51.0,E,0
Contra 4,DS,2007,Shooter,0.28,0.0,0.01,0.02,0.3,83.0,T,0
Manhunt 2,Wii,2007,Action,0.25,0.23,0.0,0.06,0.53,62.0,M,0
NCAA Football 08,XB,2007,Sports,0.06,0.02,0.0,0.0,0.08,82.0,E,0
America's Army: True Soldiers,X360,2007,Shooter,0.08,0.0,0.0,0.01,0.08,43.0,T,0
Hotel Dusk: Room 215,DS,2007,Adventure,0.26,0.04,0.22,0.03,0.54,78.0,T,0
Tiger Woods PGA Tour 08,X360,2007,Sports,0.49,0.02,0.0,0.04,0.54,80.0,E,0
Blacksite: Area 51,PS3,2007,Shooter,0.07,0.01,0.0,0.01,0.08,56.0,T,0
Looney Tunes: Duck Amuck,DS,2007,Action,0.28,0.0,0.0,0.02,0.3,66.0,E,0
Purr Pals,DS,2007,Simulation,0.18,0.35,0.0,0.02,0.55,67.0,E,0
Final Fantasy XI: Wings of the Goddess,X360,2007,Role-Playing,0.26,0.0,0.02,0.02,0.3,63.0,T,0
NBA 2K8,PS3,2007,Sports,0.5,0.01,0.0,0.05,0.55,81.0,E,0
Stranglehold,PS3,2007,Shooter,0.24,0.02,0.0,0.03,0.3,77.0,M,0
No More Heroes,Wii,2007,Action,0.29,0.17,0.04,0.05,0.55,83.0,M,0
Dynasty Warriors 6,X360,2007,Action,0.15,0.06,0.06,0.02,0.3,60.0,T,0
NBA 08,PS3,2007,Sports,0.12,0.0,0.0,0.01,0.13,63.0,E,0
Death Jr. and the Science Fair of Doom,DS,2007,Platform,0.08,0.0,0.0,0.01,0.08,47.0,E10+,0
TMNT,X360,2007,Action,0.48,0.03,0.0,0.05,0.56,58.0,E10+,0
Anno 1701: Dawn of Discovery,DS,2007,Simulation,0.07,0.05,0.0,0.01,0.13,78.0,E,0
Tony Hawk's Proving Ground,X360,2007,Sports,0.49,0.02,0.0,0.04,0.56,72.0,T,0
Manhunt 2,PS2,2007,Action,0.27,0.21,0.0,0.07,0.56,67.0,M,0
NCAA March Madness 07,PS2,2007,Sports,0.28,0.22,0.0,0.07,0.56,63.0,E,0
Odin Sphere,PS2,2007,Role-Playing,0.23,0.18,0.09,0.06,0.56,83.0,T,0
Spider-Man 3,PSP,2007,Platform,0.01,0.23,0.0,0.05,0.3,52.0,T,0
Crazy Taxi: Fare Wars,PSP,2007,Racing,0.1,0.22,0.02,0.12,0.47,64.0,E10+,0
Bladestorm: The Hundred Years' War,X360,2007,Action,0.08,0.01,0.0,0.01,0.09,63.0,T,0
Puzzle Quest: Challenge of the Warlords,PS2,2007,Puzzle,0.06,0.05,0.0,0.02,0.12,78.0,E10+,0
Smash Court Tennis 3,X360,2007,Sports,0.08,0.02,0.0,0.01,0.11,55.0,E,0
Touch Detective 2 1/2,DS,2007,Adventure,0.09,0.0,0.01,0.01,0.11,67.0,E,0
Juiced 2: Hot Import Nights,PS2,2007,Racing,0.19,0.15,0.01,0.05,0.39,66.0,T,0
Fantastic Four: Rise of the Silver Surfer,PS2,2007,Action,0.19,0.15,0.0,0.05,0.39,36.0,T,0
Tomb Raider: Anniversary,X360,2007,Action,0.12,0.22,0.0,0.05,0.39,77.0,T,0
College Hoops 2K8,PS2,2007,Sports,0.17,0.13,0.0,0.04,0.35,66.0,E,0
Chicken Shoot,Wii,2007,Action,0.32,0.0,0.0,0.02,0.35,27.0,E10+,0
Naruto: Path of the Ninja,DS,2007,Role-Playing,0.37,0.0,0.0,0.03,0.4,57.0,E10+,0
The BIGS,PSP,2007,Sports,0.1,0.0,0.0,0.01,0.11,72.0,E,0
Marvel Trading Card Game,DS,2007,Misc,0.11,0.0,0.0,0.01,0.12,61.0,T,0
Tetris Evolution,X360,2007,Puzzle,0.08,0.02,0.0,0.01,0.11,52.0,E,0
Overlord,X360,2007,Strategy,0.34,0.03,0.01,0.03,0.4,76.0,T,0
Beowulf: The Game,X360,2007,Action,0.36,0.01,0.0,0.03,0.4,51.0,M,0
FlatOut: Ultimate Carnage,X360,2007,Racing,0.07,0.02,0.0,0.01,0.11,80.0,T,0
Rocky Balboa,PSP,2007,Sports,0.01,0.09,0.0,0.01,0.1,58.0,T,0
Def Jam Icon,X360,2007,Action,0.3,0.01,0.0,0.03,0.34,69.0,M,0
NiGHTS: Journey of Dreams,Wii,2007,Platform,0.32,0.02,0.04,0.03,0.41,69.0,E,0
Cruis'n,Wii,2007,Racing,0.1,0.01,0.0,0.01,0.12,25.0,E,0
Medal of Honor Heroes 2,Wii,2007,Shooter,0.33,0.04,0.01,0.03,0.41,73.0,T,0
BioShock,PC,2007,Shooter,0.01,0.39,0.0,0.02,0.41,96.0,M,0
Cars: Mater-National Championship,PS3,2007,Racing,0.37,0.01,0.0,0.03,0.41,63.0,E,0
Pirates of the Caribbean: At World's End,DS,2007,Action,0.3,0.01,0.01,0.03,0.34,66.0,E10+,0
MX vs. ATV Untamed,DS,2007,Racing,0.11,0.0,0.0,0.01,0.12,61.0,E,0
300: March to Glory,PSP,2007,Action,0.27,0.08,0.0,0.07,0.41,55.0,M,0
Battalion Wars 2,Wii,2007,Strategy,0.22,0.02,0.08,0.02,0.34,75.0,T,0
Tiger Woods PGA Tour 08,PS2,2007,Sports,0.19,0.15,0.0,0.05,0.39,65.0,E,0
Castlevania: The Dracula X Chronicles,PSP,2007,Platform,0.22,0.09,0.04,0.07,0.41,80.0,T,0
Worms: Open Warfare 2,DS,2007,Strategy,0.07,0.24,0.0,0.04,0.35,81.0,E10+,0
NCAA Football 08,PS3,2007,Sports,0.35,0.0,0.0,0.03,0.38,77.0,E,0
The Sims 2: Castaway,PS2,2007,Simulation,0.3,0.01,0.0,0.05,0.37,71.0,T,0
Harry Potter and the Order of the Phoenix,PSP,2007,Action,0.1,0.17,0.0,0.1,0.37,52.0,E10+,0
The Legend of Spyro: The Eternal Night,DS,2007,Platform,0.32,0.02,0.0,0.03,0.37,56.0,E,0
Super Swing Golf Season 2,Wii,2007,Sports,0.08,0.0,0.03,0.01,0.11,70.0,E10+,0
Juiced 2: Hot Import Nights,PSP,2007,Racing,0.06,0.2,0.0,0.11,0.37,73.0,T,0
Monster Madness: Battle for Suburbia,X360,2007,Shooter,0.1,0.0,0.0,0.01,0.11,55.0,T,0
The BIGS,Wii,2007,Sports,0.34,0.0,0.0,0.03,0.37,66.0,E,0
Fantastic Four: Rise of the Silver Surfer,X360,2007,Action,0.1,0.01,0.0,0.01,0.11,45.0,T,0
Skate,PS3,2007,Sports,0.29,0.04,0.0,0.03,0.37,85.0,T,0
Spider-Man: Friend or Foe,PS2,2007,Action,0.31,0.01,0.0,0.05,0.37,62.0,E10+,0
Kingdom Under Fire: Circle of Doom,X360,2007,Role-Playing,0.18,0.12,0.04,0.03,0.37,55.0,M,0
TMNT,PSP,2007,Action,0.1,0.0,0.0,0.01,0.11,37.0,E10+,0
MLB Power Pros,PS2,2007,Sports,0.0,0.0,0.11,0.0,0.11,80.0,E,0
Tiger Woods PGA Tour 08,PSP,2007,Sports,0.14,0.15,0.0,0.09,0.38,72.0,E,0
Retro Game Challenge,DS,2007,Action,0.0,0.0,0.11,0.0,0.11,77.0,E,0
TMNT,Wii,2007,Action,0.3,0.03,0.0,0.03,0.36,60.0,E10+,0
The Dog Island,Wii,2007,Adventure,0.34,0.01,0.0,0.03,0.38,70.0,E,0
Jake Hunter Detective Story: Memories of the Past,DS,2007,Adventure,0.06,0.0,0.05,0.0,0.11,72.0,T,0
Dokapon Kingdom,PS2,2007,Role-Playing,0.05,0.04,0.02,0.01,0.11,61.0,E10+,0
The Settlers,DS,2007,Action,0.1,0.0,0.0,0.01,0.11,39.0,E,0
MX vs. ATV Untamed,PS2,2007,Racing,0.32,0.01,0.0,0.05,0.38,53.0,E,0
Tamagotchi Connection: Corner Shop 3,DS,2007,Simulation,0.06,0.0,0.31,0.01,0.38,57.0,E,0
Guitar Rock Tour,DS,2007,Misc,0.1,0.0,0.0,0.01,0.11,60.0,E10+,0
Brunswick Pro Bowling,Wii,2007,Sports,0.35,0.01,0.0,0.03,0.38,52.0,E,0
Cake Mania,DS,2007,Puzzle,0.09,0.01,0.0,0.01,0.11,55.0,E,0
Looney Tunes: Acme Arsenal,PS2,2007,Action,0.19,0.15,0.0,0.05,0.38,38.0,E10+,0
TimeShift,X360,2007,Shooter,0.36,0.02,0.0,0.03,0.41,70.0,M,0
Crash of the Titans,PS2,2007,Action,0.34,0.01,0.0,0.06,0.41,70.0,E10+,0
Thrillville: Off the Rails,PSP,2007,Strategy,0.09,0.0,0.0,0.01,0.1,72.0,E10+,0
Opoona,Wii,2007,Role-Playing,0.08,0.0,0.01,0.01,0.1,65.0,E10+,0
MotoGP 07,PS2,2007,Racing,0.05,0.04,0.0,0.01,0.1,62.0,E,0
Sega Rally Revo,X360,2007,Racing,0.12,0.28,0.0,0.05,0.45,77.0,E,0
Bee Movie Game,DS,2007,Action,0.41,0.0,0.0,0.03,0.45,58.0,E,0
Planet Puzzle League,DS,2007,Puzzle,0.14,0.01,0.16,0.01,0.33,86.0,E,0
Naruto: Rise of a Ninja,X360,2007,Action,0.29,0.01,0.0,0.03,0.33,78.0,T,0
Pirates of the Caribbean: At World's End,Wii,2007,Action,0.39,0.02,0.01,0.04,0.45,53.0,T,0
Shining Force EXA,PS2,2007,Role-Playing,0.0,0.0,0.1,0.0,0.1,64.0,E10+,0
Etrian Odyssey,DS,2007,Role-Playing,0.19,0.02,0.09,0.02,0.33,75.0,T,0
Crash of the Titans,Wii,2007,Action,0.39,0.02,0.0,0.03,0.45,69.0,E10+,0
Burnout Dominator,PSP,2007,Racing,0.02,0.38,0.01,0.05,0.45,76.0,E10+,0
The New York Times Crosswords,DS,2007,Puzzle,0.42,0.0,0.0,0.03,0.45,79.0,T,0
Heatseeker,Wii,2007,Action,0.08,0.0,0.0,0.01,0.1,62.0,T,0
The Golden Compass,X360,2007,Action,0.3,0.12,0.0,0.04,0.46,41.0,E10+,0
SSX Blur,Wii,2007,Sports,0.29,0.01,0.0,0.03,0.33,74.0,E,0
MX vs. ATV Untamed,PS3,2007,Racing,0.35,0.06,0.0,0.05,0.46,67.0,E,0
Crayola: Treasure Adventures,DS,2007,Puzzle,0.42,0.01,0.0,0.03,0.46,65.0,E,0
SingStar Amped,PS2,2007,Misc,0.23,0.18,0.0,0.06,0.46,76.0,T,0
Syphon Filter: Logan's Shadow,PSP,2007,Shooter,0.25,0.12,0.0,0.09,0.46,85.0,T,0
EA Playground,DS,2007,Sports,0.29,0.01,0.0,0.03,0.33,60.0,E,0
Star Trek: Conquest,Wii,2007,Strategy,0.11,0.01,0.0,0.01,0.12,49.0,E,0
Harry Potter and the Order of the Phoenix,Wii,2007,Action,0.38,0.05,0.0,0.04,0.46,69.0,E10+,0
Spider-Man 3,DS,2007,Platform,0.41,0.02,0.0,0.04,0.47,79.0,E10+,0
Glory Days 2,DS,2007,Strategy,0.08,0.0,0.0,0.01,0.09,73.0,E10+,0
Spider-Man: Friend or Foe,DS,2007,Action,0.43,0.0,0.0,0.04,0.47,55.0,E10+,0
Horse Life,DS,2007,Simulation,0.09,0.02,0.0,0.01,0.12,68.0,E,0
World Series of Poker 2008: Battle for the Bracelets,PS3,2007,Misc,0.08,0.01,0.0,0.01,0.1,75.0,T,0
Geometry Wars: Galaxies,Wii,2007,Shooter,0.11,0.0,0.0,0.01,0.12,80.0,E,0
Bee Movie Game,Wii,2007,Action,0.3,0.01,0.0,0.03,0.33,62.0,E,0
Pirates of the Caribbean: At World's End,PS2,2007,Action,0.2,0.16,0.0,0.05,0.42,54.0,T,0
Brooktown High: Senior Year,PSP,2007,Simulation,0.09,0.0,0.0,0.01,0.1,51.0,T,0
Thrillville: Off the Rails,PS2,2007,Strategy,0.2,0.16,0.0,0.05,0.42,70.0,E10+,0
Pirates of the Caribbean: At World's End,PSP,2007,Action,0.15,0.17,0.0,0.1,0.42,61.0,T,0
Conan,PS3,2007,Action,0.13,0.15,0.0,0.05,0.34,69.0,M,0
Hot Wheels Ultimate Racing,PSP,2007,Action,0.09,0.0,0.0,0.01,0.1,60.0,E,0
The Legend of Spyro: The Eternal Night,PS2,2007,Platform,0.21,0.16,0.0,0.05,0.42,54.0,E10+,0
Def Jam Icon,PS3,2007,Action,0.16,0.19,0.0,0.08,0.42,68.0,M,0
PictoImage,DS,2007,Puzzle,0.09,0.0,0.0,0.01,0.1,61.0,E,0
Puzzle Quest: Challenge of the Warlords,DS,2007,Puzzle,0.28,0.0,0.03,0.02,0.34,82.0,E10+,0
Surf's Up,X360,2007,Sports,0.09,0.0,0.0,0.01,0.1,61.0,E10+,0
Pirates of the Caribbean: At World's End,X360,2007,Action,0.29,0.02,0.0,0.03,0.34,58.0,T,0
Puzzle Quest: Challenge of the Warlords,Wii,2007,Puzzle,0.26,0.0,0.0,0.02,0.29,71.0,E10+,0
The Eye of Judgment,PS3,2007,Misc,0.28,0.0,0.02,0.03,0.33,75.0,T,0
Draglade,DS,2007,Fighting,0.09,0.0,0.0,0.01,0.1,71.0,E10+,0
Mega Man ZX Advent,DS,2007,Platform,0.22,0.0,0.09,0.02,0.33,78.0,E10+,0
Bee Movie Game,PS2,2007,Action,0.05,0.04,0.0,0.01,0.1,65.0,E,0
Nicktoons: Attack of the Toybots,Wii,2007,Platform,0.4,0.0,0.0,0.03,0.43,60.0,E,0
WWE SmackDown vs Raw 2008,DS,2007,Fighting,0.11,0.0,0.0,0.01,0.12,61.0,T,0
Master of the Monster Lair,DS,2007,Role-Playing,0.09,0.0,0.0,0.01,0.1,56.0,E10+,0
Thrillville: Off the Rails,Wii,2007,Strategy,0.38,0.02,0.0,0.03,0.44,70.0,E10+,0
The Darkness,X360,2007,Shooter,0.36,0.04,0.01,0.03,0.44,82.0,M,0
Myst,DS,2007,Adventure,0.09,0.0,0.0,0.01,0.1,43.0,E,0
Godzilla Unleashed: Double Smash,DS,2007,Action,0.11,0.0,0.0,0.01,0.12,28.0,E,0
Tony Hawk's Proving Ground,PS3,2007,Sports,0.36,0.04,0.0,0.04,0.44,73.0,T,0
Worms: Open Warfare 2,PSP,2007,Strategy,0.04,0.26,0.0,0.14,0.44,80.0,E10+,0
My Spanish Coach,DS,2007,Misc,0.4,0.0,0.0,0.03,0.43,73.0,E,0
Surf's Up,PS2,2007,Sports,0.14,0.11,0.0,0.04,0.29,60.0,E10+,0
F.E.A.R.,PS3,2007,Shooter,0.18,0.26,0.0,0.1,0.54,72.0,M,0
Warriors Orochi,PS2,2007,Action,0.11,0.09,0.64,0.03,0.87,55.0,T,0
Two Worlds,X360,2007,Role-Playing,0.41,0.22,0.0,0.07,0.7,50.0,M,0
Battlestations: Midway,X360,2007,Strategy,0.21,0.02,0.0,0.02,0.26,73.0,T,0
Time Crisis 4,PS3,2007,Shooter,0.32,0.32,0.05,0.14,0.83,60.0,T,0
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2007,Role-Playing,0.18,0.01,0.5,0.02,0.7,65.0,T,0
The History Channel: Battle for the Pacific,X360,2007,Shooter,0.05,0.0,0.0,0.0,0.06,35.0,T,0
Fatal Fury: Battle Archives Volume 2,PS2,2007,Fighting,0.03,0.03,0.0,0.01,0.07,70.0,T,0
Dynasty Warriors 6,PS3,2007,Action,0.18,0.07,0.41,0.04,0.71,59.0,T,0
Victorious Boxers: Revolution,Wii,2007,Fighting,0.07,0.0,0.06,0.01,0.14,59.0,T,0
Madden NFL 08,PSP,2007,Sports,0.6,0.04,0.0,0.07,0.71,75.0,E,0
The Sims 2: Castaway,DS,2007,Simulation,0.62,0.04,0.0,0.06,0.71,66.0,E,0
Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,0.67,0.03,0.06,0.05,0.82,65.0,E,0
Crysis,PC,2007,Shooter,0.0,0.69,0.0,0.02,0.71,91.0,M,0
College Hoops 2K8,PS3,2007,Sports,0.13,0.0,0.0,0.01,0.14,82.0,E,0
Ben 10: Protector of Earth,PSP,2007,Action,0.23,0.3,0.0,0.18,0.71,60.0,E10+,0
Skate,X360,2007,Sports,0.62,0.03,0.0,0.06,0.71,86.0,T,0
Wild ARMs XF,PSP,2007,Role-Playing,0.07,0.0,0.06,0.01,0.14,64.0,E10+,0
I Spy: Fun House,DS,2007,Puzzle,0.76,0.0,0.0,0.06,0.82,53.0,E,0
Stranglehold,X360,2007,Shooter,0.4,0.33,0.01,0.09,0.82,77.0,M,0
Patapon,PSP,2007,Misc,0.33,0.25,0.07,0.16,0.81,86.0,E,0
Blazing Angels: Squadrons of WWII,Wii,2007,Simulation,0.74,0.04,0.0,0.06,0.83,57.0,T,0
NCAA Football 08,X360,2007,Sports,0.65,0.0,0.0,0.05,0.7,81.0,E,0
N+,DS,2007,Platform,0.06,0.0,0.0,0.0,0.07,82.0,E,0
Virtua Fighter 5 Online,X360,2007,Fighting,0.2,0.02,0.03,0.02,0.28,89.0,T,0
SingStar '90s,PS2,2007,Misc,0.1,0.59,0.0,0.18,0.87,73.0,T,0
Geometry Wars: Galaxies,DS,2007,Shooter,0.13,0.0,0.0,0.01,0.14,79.0,E,0
Hot Shots Golf: Open Tee 2,PSP,2007,Sports,0.21,0.11,0.28,0.08,0.68,82.0,E,0
Tomb Raider: Anniversary,Wii,2007,Action,0.12,0.62,0.0,0.11,0.85,73.0,T,0
The Sims 2: Seasons,PC,2007,Simulation,0.01,0.04,0.0,0.01,0.07,78.0,T,0
Heroes of Mana,DS,2007,Strategy,0.07,0.01,0.05,0.01,0.14,66.0,E10+,0
Hard Rock Casino,PSP,2007,Misc,0.12,0.0,0.0,0.01,0.14,44.0,T,0
NBA 2K8,X360,2007,Sports,0.79,0.0,0.0,0.07,0.85,81.0,E,0
Dynasty Warriors DS: Fighter's Battle,DS,2007,Action,0.04,0.0,0.03,0.0,0.07,56.0,E10+,0
Major League Baseball 2K7,X360,2007,Sports,0.67,0.0,0.0,0.06,0.72,79.0,E,0
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,0.01,0.04,0.0,0.01,0.06,82.0,M,0
Operation: Vietnam,DS,2007,Shooter,0.06,0.0,0.0,0.0,0.07,65.0,T,0
Ratatouille,PS2,2007,Action,0.31,0.0,0.0,0.53,0.85,65.0,E,0
Tiger Woods PGA Tour 08,DS,2007,Sports,0.05,0.0,0.0,0.0,0.06,81.0,E,0
Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,0.03,0.02,0.0,0.01,0.06,69.0,E10+,0
Metal Gear Solid: Portable Ops Plus,PSP,2007,Action,0.26,0.0,0.26,0.17,0.69,65.0,T,0
Anubis II,Wii,2007,Platform,0.06,0.0,0.0,0.0,0.07,19.0,E,0
Ultimate Board Game Collection,PSP,2007,Misc,0.06,0.0,0.0,0.01,0.07,57.0,E,0
Blazing Angels 2: Secret Missions of WWII,X360,2007,Simulation,0.11,0.02,0.0,0.01,0.14,72.0,T,0
Dragoneer's Aria,PSP,2007,Role-Playing,0.02,0.0,0.05,0.0,0.07,56.0,E10+,0
MX vs. ATV Untamed,X360,2007,Racing,0.55,0.08,0.0,0.06,0.68,70.0,E,0
NBA Live 08,PS2,2007,Sports,0.59,0.02,0.01,0.1,0.72,68.0,E,0
Harvest Moon DS: Island of Happiness,DS,2007,Simulation,0.43,0.01,0.25,0.04,0.72,65.0,E,0
Lost in Blue 2,DS,2007,Adventure,0.01,0.01,0.05,0.0,0.06,58.0,E10+,0
Showtime Championship Boxing,Wii,2007,Fighting,0.06,0.0,0.0,0.0,0.06,35.0,E10+,0
The Orange Box,PC,2007,Shooter,0.0,0.11,0.0,0.03,0.14,96.0,M,0
NCAA Football 08,PS2,2007,Sports,0.65,0.03,0.0,0.11,0.79,83.0,E,0
Ratatouille,X360,2007,Action,0.23,0.02,0.0,0.02,0.27,56.0,E,0
Super Collapse! 3,DS,2007,Puzzle,0.25,0.0,0.0,0.02,0.27,71.0,E,0
The Sims 2: Castaway,PSP,2007,Simulation,0.08,0.46,0.0,0.25,0.79,64.0,E10+,0
Bomberman Land,PSP,2007,Misc,0.06,0.0,0.0,0.0,0.06,55.0,E,0
Harry Potter and the Order of the Phoenix,PS2,2007,Action,0.13,0.1,0.0,0.03,0.27,61.0,E10+,0
Stuntman: Ignition,PS2,2007,Racing,0.13,0.1,0.0,0.03,0.27,71.0,T,0
Octomania,Wii,2007,Puzzle,0.06,0.0,0.0,0.0,0.06,66.0,E,0
Cabela's Big Game Hunter (2008),X360,2007,Sports,0.06,0.0,0.0,0.0,0.06,51.0,T,0
Arkanoid DS,DS,2007,Puzzle,0.06,0.0,0.0,0.0,0.06,61.0,E,0
Unreal Tournament III,PC,2007,Shooter,0.0,0.05,0.0,0.01,0.06,83.0,M,0
The BIGS,X360,2007,Sports,0.18,0.08,0.0,0.0,0.27,79.0,E,0
Cranium Kabookii,Wii,2007,Misc,0.13,0.0,0.0,0.01,0.14,64.0,E,0
Alien Syndrome,Wii,2007,Role-Playing,0.05,0.0,0.0,0.0,0.06,48.0,T,0
Arctic Tale,DS,2007,Adventure,0.13,0.0,0.0,0.01,0.14,38.0,E,0
The World Ends With You,DS,2007,Role-Playing,0.49,0.04,0.21,0.04,0.78,88.0,T,0
Drawn to Life,DS,2007,Action,0.71,0.01,0.0,0.06,0.78,73.0,E,0
Theme Park,DS,2007,Simulation,0.0,0.02,0.03,0.0,0.06,72.0,E,0
